Name,ID,State,Network,County,Elevation_ft,Latitude,Longitude,HUC
Granite Creek,"497	",Wyoming,SNOTEL,Teton,6770,43.34298,-110.43495,"170401030304	"
Grassy Lake,"499	",Wyoming,SNOTEL,Teton,7265,44.12612,-110.83435,"170402030202	"
Grave Springs,"501	",Wyoming,SNOTEL,Natrona,8550,43.46643,-107.23977,"100902010103	"
Gros Ventre Summit,"506	",Wyoming,SNOTEL,Teton,8750,43.38939,-110.12943,"170401020203	"
Gunsight Pass,"944	",Wyoming,SNOTEL,Sublette,9820,43.38332,-109.87815,"170401020102	"
Hams Fork,"509	",Wyoming,SNOTEL,Lincoln,7840,42.146,-110.67833,"140401070504	"
Hansen Sawmill,"512	",Wyoming,SNOTEL,Johnson,8360,44.25602,-106.97983,"100902060101	"
Hobbs Park,"525	",Wyoming,SNOTEL,Fremont,10100,42.86984,-109.09455,"100800030207	"
Indian Creek,"544	",Wyoming,SNOTEL,Lincoln,9425,42.30023,-110.67753,"140401070502	"
Kelley R.S.,"554	",Wyoming,SNOTEL,Lincoln,8180,42.26554,-110.80177,"140401070501	"
Kendall R.S.,"555	",Wyoming,SNOTEL,Sublette,7740,43.2493,-110.01662,"140401010302	"
Kirwin,"560	",Wyoming,SNOTEL,Park,9550,43.86067,-109.32163,"100800090101	"
Laprele Creek,"571	",Wyoming,SNOTEL,Converse,8390,42.43566,-105.86051,"101800071201	"
Larsen Creek,"1134	",Wyoming,SNOTEL,Sublette,9000,42.5801,-109.0883,"101800060101	"
Lewis Lake Divide,"577	",Wyoming,SNOTEL,Teton,7850,44.20862,-110.66628,"170401010104	"
Little Goose,"1131	",Wyoming,SNOTEL,Johnson,8870,44.54315,-107.17865,"100901010105	"
Little Snake River,"1047	",Wyoming,SNOTEL,Carbon,8928,41.07051,-106.94284,"140500030103	"
Little Warm,"585	",Wyoming,SNOTEL,Fremont,9370,43.50278,-109.752,"100800010212	"
Loomis Park,"597	",Wyoming,SNOTEL,Sublette,8240,43.17387,-110.14007,"140401010201	"
Marquette,"616	",Wyoming,SNOTEL,Park,8760,44.3016,-109.24019,"100800130303	"
Med Bow,"1196	",Wyoming,SNOTEL,Carbon,10512,41.37833,-106.34697,"101800040302	"
Middle Powder,"625	",Wyoming,SNOTEL,Washakie,7760,43.62733,-107.18152,"100800080205	"
New Fork Lake,"661	",Wyoming,SNOTEL,Sublette,8340,43.11265,-109.94947,"140401020201	"
North French Creek,"668	",Wyoming,SNOTEL,Carbon,10153,41.33087,-106.37558,"101800020502	"
Old Battle,"673	",Wyoming,SNOTEL,Carbon,9860,41.15426,-106.96926,"101800020901	"
Owl Creek,"676	",Wyoming,SNOTEL,Hot Springs,8975,43.65868,-109.00988,"100800070103	"
Parker Peak,"683	",Wyoming,SNOTEL,Park,9400,44.73396,-109.91484,"100700010502	"
Phillips Bench,"689	",Wyoming,SNOTEL,Teton,8200,43.51687,-110.91258,"170401030504	"
Pocket Creek,"1133	",Wyoming,SNOTEL,Sublette,9360,42.7121,-109.4112,"140401020505	"
Powder River Pass,"703	",Wyoming,SNOTEL,Johnson,9480,44.16188,-107.12622,"100800080304	"
Reno Hill,"716	",Wyoming,SNOTEL,Natrona,8430,42.57089,-106.08969,"101800070901	"
Sage Creek Basin,"1015	",Wyoming,SNOTEL,Carbon,7850,41.40107,-107.2574,"101800020802	"
Salt River Summit,"730	",Wyoming,SNOTEL,Lincoln,7640,42.5075,-110.9099,"170401050101	"
Sand Lake,"731	",Wyoming,SNOTEL,Carbon,10098,41.4625,-106.281,"101800040101	"
Sandstone RS,"732	",Wyoming,SNOTEL,Carbon,8152,41.11179,-107.17043,"140500030208	"
Shell Creek,"751	",Wyoming,SNOTEL,Big Horn,9580,44.50012,-107.42947,"100800100101	"
Snake River Station,"764	",Wyoming,SNOTEL,Teton,6920,44.13361,-110.66917,"170401010402	"
Snider Basin,"765	",Wyoming,SNOTEL,Sublette,8060,42.4949,-110.53203,"140401010906	"
Soldier Park,"1132	",Wyoming,SNOTEL,Johnson,8720,44.34847,-107.0136,"100902060103	"
South Brush Creek,"772	",Wyoming,SNOTEL,Carbon,8495,41.3295,-106.5025,"101800020303	"
South Pass,"775	",Wyoming,SNOTEL,Fremont,9040,42.57314,-108.84324,"100800030101	"
Spring Creek Divide,"779	",Wyoming,SNOTEL,Sublette,9000,42.52516,-110.66148,"140401011001	"
St. Lawrence Alt,"786	",Wyoming,SNOTEL,Fremont,8620,43.03312,-109.17021,"100800020105	"
Sucker Creek,"798	",Wyoming,SNOTEL,Sheridan,8880,44.72279,-107.40035,"100901010203	"
Sylvan Lake,"806	",Wyoming,SNOTEL,Park,8420,44.47764,-110.15651,"100700010404	"
Sylvan Road,"807	",Wyoming,SNOTEL,Park,7120,44.47825,-110.03808,"100800120103	"
Thumb Divide,"816	",Wyoming,SNOTEL,Teton,7980,44.36917,-110.57717,"100700010409	"
Tie Creek,"818	",Wyoming,SNOTEL,Sheridan,6870,44.81243,-107.41017,"100901010205	"
Timber Creek,"819	",Wyoming,SNOTEL,Park,7950,44.0274,-109.17879,"100800090210	"
Togwotee Pass,"822	",Wyoming,SNOTEL,Teton,9580,43.74902,-110.0578,"100800010201	"
Townsend Creek,"826	",Wyoming,SNOTEL,Fremont,8700,42.69525,-108.89572,"100800030203	"
Triple Peak,"831	",Wyoming,SNOTEL,Sublette,8500,42.76393,-110.5914,"140401010503	"
Two Ocean Plateau,"837	",Wyoming,SNOTEL,Teton,9240,44.15178,-110.22122,"170401010201	"
Webber Springs,"852	",Wyoming,SNOTEL,Carbon,9260,41.1591,-106.92809,"101800020406	"
Whiskey Park,"859	",Wyoming,SNOTEL,Carbon,9020,41.00368,-106.90795,"140500030102	"
Willow Creek,"868	",Wyoming,SNOTEL,Lincoln,8080,42.81513,-110.83515,"170401050204	"
Windy Peak,"872	",Wyoming,SNOTEL,Albany,7915,42.27991,-105.57782,"101800080802	"
Wolverine,"875	",Wyoming,SNOTEL,Park,7650,44.80417,-109.657,"100700060104	"
Younts Peak,"878	",Wyoming,SNOTEL,Park,8350,43.93225,-109.81775,"100800130103	"
